,商品名,价格,店铺,销量,省份
1279,中国香港【奇华饼家月饼】金华火腿五仁月饼礼盒港式中秋糕点,388.0,奇华礼饼专家旗舰店,340.0,广东
1280,2020味多美月饼券168型3款任意选一款中秋礼盒北京门店通用提货卡,117.0,不折不扣的折扣,761.0,北京
1281,溏心荣耀礼中秋节广式月饼礼盒装送礼高档蛋黄莲蓉豆沙水果多口味,128.0,溏心春晗专卖店,95.0,浙江
1282,【金九正品】吴川金九伍仁金腿月饼2斤中秋手工老广式五仁大月饼,218.0,金九智慧联盟专卖店,120.0,广东
1283,中秋节月饼礼盒装送礼大气高档礼物蛋黄莲蓉五仁创意定制logo礼品,138.0,妙手回潮企业店,46.0,广东
1284,成都南台月月饼家庭装多口味礼盒装送礼简装酥皮莲蓉蛋黄肉松云腿,80.0,lbing0401,486.0,四川
1285,稻香村月饼礼盒装稻香传承广式蛋黄莲蓉中秋节员工礼品散装多口味,49.9,稻香村星皓专卖店,1070.0,北京
1286,2020duria马来西亚进口中秋节礼盒送礼高端猫山王榴莲冰皮月饼,328.0,duria旗舰店,35.0,广东
1287,台州手工馅中馅月饼蛋黄酥流心奶黄肉松红豆紫薯抹茶多口味礼盒装,19.72,风格51旺,729.0,浙江
1288,满减【会员专享188-100】五芳斋竹篮月饼礼盒装福满中秋广式月饼,109.0,五芳斋官方旗舰店,6.0,浙江
1289,流心奶黄月饼礼盒装送礼中秋节广式小月饼蛋黄莲蓉散装多口味农,19.8,其妙旗舰店,33.0,福建
1290,北月湾流心奶黄月饼芝士流沙蛋黄港式酥皮点心零食中秋送礼6枚装,29.9,北月湾旗舰店,15000.0,广西
1291,老字号吉庆祥云腿月饼100g/10枚 硬壳纸包火腿云南特产糕点心包邮,29.8,青明tel,355.0,云南
1292,月饼礼盒装多口味广式蛋黄莲蓉五仁豆沙水果月饼零食中秋团购送礼,29.8,通泰食品专营店,10000.0,江苏
1293,中秋大月饼温州桥墩镇特产鲜肉老式五仁传统手工多口味散装送礼盒,49.7,tsb8858811,1057.0,浙江
1294,元朗蛋黄月饼莲蓉520g中秋节礼品福利铁盒装 广式月饼礼盒装 送礼,98.0,元朗食品旗舰店,360.0,广东
1295,百蒂俪温州桥墩镇特产大月饼五仁鲜肉蛋黄肉松中秋月饼散装礼盒装,24.9,百蒂俪食品旗舰店,3337.0,浙江
1296,广州酒家月饼 利口福双黄纯白莲蓉月饼750g广式月饼礼盒中秋团购,168.0,贵州邮政速递食品专营店,90.0,广东
1297,老白渡思乡牛肉干月饼礼盒装牛肉广东中秋礼品送礼团购定制125g*4,159.0,老白渡旗舰店,60.0,广东
1298,中国香港进口皇玥经典流心双辉月饼礼盒流心奶黄流心芝麻广式糕点,348.0,皇玥旗舰店,739.0,广东
1299,新会特产正宗陈皮豆沙饼广式豆沙馅糕点中秋月饼礼盒装送礼120g*4,48.8,煜伦食品,483.0,广东
1300,五芳斋 月饼礼盒装蛋黄莲蓉豆沙广式散装多口味中秋团购员工福利,49.9,五芳斋官方旗舰店,11.0,浙江
1301,玉佛寺素斋中秋月饼礼盒苏式月饼礼盒天心月圆广式中秋月饼五仁,118.0,玉佛寺旗舰店,229.0,上海
1302,【8月产】秋香60个临沂秋香月饼多口味苏式酥皮枣泥五仁豆沙月饼,51.0,沂蒙名流,328.0,山东
1303,第2件半价】中秋新雅广式月饼散装多口味传统五仁莲蓉蛋黄大月饼,29.8,新雅食品旗舰店,1582.0,上海
1304,杏花楼月饼礼盒精装纸盒广式老式中秋送礼老式传统800g嫦娥月饼,76.5,本善坊食品,273.0,上海
1305,华美中秋月饼礼盒装流心奶黄月饼广式蛋黄莲蓉散装多口味月饼送礼,68.0,huamel华美仁勤专卖店,1012.0,广东
1306,广州皇上皇酒家五仁月饼老式散装金腿伍仁叉烧广式广东手工中秋蛋,27.5,saayren,701.0,广东
1307,壹品稻香月饼礼盒多种口味广式月饼铁盒装中秋节礼品客户长辈送礼,198.0,鲜硕食品专营店,75.0,北京
1308,广式广州酒家月饼利口福双黄白莲蓉红豆沙五仁中秋月饼礼盒装送礼,98.0,tb115348161,1130.0,广东
1309,江南状元流心奶黄月饼多口味蛋黄抹茶巧克力蔓越莓桃山皮月饼礼盒,35.8,江南状元旗舰店,439.0,江苏
1310,中秋月饼高档礼盒装广式企业团购定制logo奶黄流心蛋莲蓉商务送礼,139.9,妙奈旗舰店,44.0,浙江
1311,星巴克月饼券 348型星情礼盒中秋月饼礼盒提货礼品券多选一,243.6,真诚票务,314.0,上海
1312,广式蛋黄莲蓉月饼传统散装零食糕点中秋月饼团购送礼精美礼盒定制,29.9,谢健培,378.0,广东
1313,三只松鼠多口味流心奶黄月饼传统糕点小零食中秋送礼旗舰店礼盒装,39.9,chyucui0912,54.0,安徽
1314,星巴克月饼券中秋月饼礼盒提货券月饼票598型星弈 江浙沪使用,418.6,jurry999,38.0,上海
1315,哈根达斯月饼券378型圆满臻萃中秋冰淇淋月饼礼盒提货券票 全国用,283.5,love_barbie24,246.0,上海
1316,元祖月饼券票中秋月饼礼盒提货券冰淇淋月饼378型雪中集 全国通用,302.4,jurry999,53.0,上海
1317,广式水果月饼100枚一整箱5斤中秋散装多口味糕点点心零食水果味,7.9,民众园食品旗舰店,10000.0,云南
1318,河南老式五仁月饼传统手工正宗青丝红丝冰糖散装整箱广式70克/个,16.8,三顾茅庐1982,1024.0,河南
1319,旺旺旺月欢聚中秋礼盒综合口味430g广式月饼礼盒装 送礼中秋月饼,88.0,天猫超市,15.0,上海
1320,香港锦华月黑松露流心奶黄月饼480g中秋送礼月饼礼盒,258.0,天猫超市,10.0,上海
1321,稻香村月饼礼盒家家福礼740g蛋黄莲蓉广式多口味中秋特产团购,99.0,稻香村食品旗舰店,7.0,辽宁
1322,好时全流心月饼礼盒 300g（50g*6粒）中秋多口味送礼零食糕点,328.0,天猫超市,11.0,上海
1323,稻香村团团圆圆糕点月饼礼盒凤梨月饼蛋黄莲蓉月饼多口味送礼团购,58.0,稻香村食品旗舰店,31.0,北京
1324,稻香村月饼中秋节 糖醇福月 月饼礼盒装 450g/盒,128.0,天猫超市,22.0,上海
1325,知味观港式奶黄流心中秋月饼礼盒装翡翠莲蓉蛋黄肉松团购送礼礼品,139.0,知味观官方旗舰店,9.0,浙江
1326,知味观知味富贵月中秋节月饼礼盒装传统广式蛋黄莲蓉员工福利团购,92.0,知味观官方旗舰店,22.0,浙江
1327,稻香村月饼礼盒装金秋礼广式蛋黄莲蓉五仁豆沙多口味中秋月饼团购,29.9,欣丰源食品专营店,128.0,北京
1328,disney迪士尼快乐明星唐老鸭月饼礼盒米奇月饼迪斯尼月饼礼盒中秋,168.0,魅尚良品,95.0,广东
1329,稻香村月饼礼盒装送礼蛋黄莲蓉京式五仁月饼传统手工散装糕点中秋,89.9,稻香村苏州专卖店,165.0,北京
1330,高档中秋节广式月饼团购礼盒套装送礼品公司企业定制团购福利LOGO,128.0,满祥食品专营店,124.0,浙江
1331,中秋提蓝月饼礼盒定制高档广式大月饼多口味蛋黄莲蓉月饼团购送礼,168.0,鑫春花旗舰店,89.0,上海
1332,美味美蛋皮月饼五仁月饼酥皮苏式多口味混搭整箱山西长治潞城特产,19.8,晋膳坊,534.0,山西
1333,【小马家】南台月月饼 吉祥礼盒 酥皮莲蓉蛋黄云腿月饼小马家,328.0,泡沫vs天堂,84.0,四川
1334,虹山如愿云腿蛋黄月饼散装100g*10枚云腿月饼酥皮云南滇式火腿饼,85.0,虹山食品专营店,209.0,云南
1335,广式小月饼散装多口味水果月饼迷你中秋豆沙五仁月饼糕点礼品,9.9,食远旗舰店,8000.0,山东
1336,元祖月饼券378雪中集中秋月饼礼盒提货券月饼票全国通用,300.0,诚信的店家88,75.0,上海
1337,【金九月饼 官方正品】伍仁金腿3斤装大饼吴川梅录湛江金腿大月饼,288.0,雅致中心,15.0,广东
1338,鲜品屋月饼礼盒装660g广式蛋黄莲蓉散装多口味中秋送礼团购福利,29.9,臻味食品旗舰店,975.0,福建
1339,【预售】五芳斋中秋节月饼网红沙棘蔓越莓黑豆红枣糯月饼新鲜短保,29.9,五芳斋官方旗舰店,128.0,浙江
1340,【正宗】哈尔滨老鼎丰月饼500g川酥五仁莲蓉青红丝百果枣泥椰蓉,42.8,manman112200,358.0,黑龙江
1341,上海龙华寺中秋节现烤净素月饼 本市适当情况可闪送 请先详洽客服,56.0,岛田明慧,78.0,上海
1342,天地壹品 纯白莲蓉月饼185*4散装广东广式传统老式中秋糕点多口味,45.0,天地壹品旗舰店,470.0,广东
1343,鲜品屋广式月饼散装多口味流心1020g双黄白莲蓉中秋月饼送礼团购,29.9,臻味食品旗舰店,603.0,福建
1344,中秋节月饼礼盒装企业定制logo团购流心苏广式高档礼品送客户员工,98.0,顽心意食品旗舰店,61.0,江苏
1345,中秋高端礼盒装送礼团购月饼广式咸蛋黄莲蓉多口味老式五仁红豆沙,29.8,爱尚精品绣坊,100000.0,山东
1346,宝岛太阳堂台式月饼流心手工酥皮月饼中秋送礼礼盒装企业团购高档,78.0,晴禾铺子,315.0,福建
1347,桃李小月饼散装多口味500g广式水果豆沙月饼传统中秋送礼零食盒装,34.8,桃李食品旗舰店,639.0,辽宁
1348,溏心好运中秋节广式月饼礼盒装蛋黄莲蓉水果多口味高档送礼品团购,59.9,溏心春晗专卖店,967.0,浙江
1349,吴川金九伍仁金腿大月饼湛江火腿五仁月饼1斤装广式老式中秋送礼,139.9,金九月饼邮政速递专卖店,493.0,广东
1350,广州酒家冰炫七星冰皮月饼芒果草莓巧克力多口味流心中秋送礼盒装,165.0,瀚进贸易,59.0,广东
1351,榴力量 黑刺榴莲冰皮月饼猫山王榴莲 中秋礼盒装送礼马来西亚常温,158.0,榴力量旗舰店,214.0,广东
1352,河南五仁月饼10块*90g青红丝冰糖老五仁手工月饼传统糕点中秋礼盒,19.8,shy00101,971.0,河南
1353,哈根达斯月饼券票中秋礼盒提货券冰淇淋月饼268型玲珑心意 全国用,201.0,henrywa,63.0,上海
1354,食滋源蛋黄酥整箱6斤散装雪媚娘咸蛋黄红豆味小吃办公室零食月饼,29.9,包包love时尚,295.0,浙江
1355,歌帝梵月饼券票GODIVA中秋巧克力月饼礼盒提货券778型尊享 全国用,622.0,jurry999,39.0,上海
1356,杏花楼嫦娥铁盒老式广式礼盒月饼上海特产礼盒装中秋送礼800g团购,85.5,本善坊食品,233.0,上海
1357,皇家尚食局中秋节送礼高档月饼礼盒装流心奶黄蛋黄莲蓉多口味月饼,208.88,皇家尚食局旗舰店,118.0,浙江
1358,包邮上海特产 杏花楼玫瑰豆沙广式月饼100g*6个独立散装中秋美食,48.6,li464865355,128.0,上海
1359,润之禧月饼礼盒木盒装团购定制广式五仁散装多口味礼品中秋节送礼,78.9,润之禧,87.0,浙江
1360,郭师傅月饼叉烧皇伍仁月饼惠东吉隆惠州特产中秋食品广式经典传承,65.0,shunu,280.0,广东
1361,麦轩蛋黄酥蛋黄莲蓉月饼多口味包装礼盒广式酥皮月饼中秋单位团购,88.0,陶雅丽人,104.0,广东
1362,香港美心流心奶黄礼盒月饼券票348型提货券兑换券包邮,259.26,xujianping715,132.0,上海
1363,广东吴川华天香月饼伍仁金腿2斤传统广式五仁火腿肉丝中秋大礼盒,178.0,荣誉产品go,56.0,广东
1364,三只松鼠流心奶黄中秋月饼礼盒装多口味送礼300g旗舰店,42.9,有口福健康食品,102.0,湖北
1365,中秋蛋黄莲蓉月饼礼盒广东广式送礼散装多口味月饼员工团购礼盒装,25.9,隆鑫美食店,494.0,广东
1366,【包邮】小乖总猫超定制萌主月饼礼盒网红时光月饼礼盒480g/盒,69.8,天猫超市,106.0,上海
1367,采芝斋红盖头苏式月饼礼盒360g/盒 百果火腿椒盐黑麻休闲零食糕点,29.9,天猫超市,333.0,上海
1368,杏花楼集团新雅中秋广式月饼奶油椰蓉月饼100g散装上海传统糕点,8.8,天猫超市,2019.0,上海
1369,朕的心意故宫月饼圆盒郁玲中秋礼盒475g椰蓉玫瑰金腿五仁中秋送礼,488.0,天猫超市,4.0,上海
1370,稻香村开门红月饼礼盒苏式黑金酥月饼广式流心奶黄月饼多口味团购,139.0,稻香村食品旗舰店,21.0,四川
1371,知味观享月中秋节月饼礼盒装苏式广式蛋黄莲蓉豆沙金腿送礼品团购,86.9,知味观官方旗舰店,12.0,浙江
1372,知味观知味奔月中秋月饼礼盒装广式莲蓉豆沙苏式百果团购送礼礼品,89.9,知味观官方旗舰店,12.0,浙江
1373,星巴克月饼券票 星情348型/星悦458型/星奕598型提货券江浙沪通用,379.0,nsqf06,66.0,上海
1374,广州酒家月饼礼盒双黄白莲蓉荣华富贵红豆沙月饼608.5g广式月饼,138.0,东莞东邮食品专营店,69.0,广东
1375,双合成蛋月烧月饼散装五仁枣泥豆沙蛋黄玫瑰椰蓉绿豆多口味10个装,70.0,tyhaifeng1123,192.0,山西
1376,广州皇荔和酒家双黄白莲蓉月饼蛋黄广式五仁散装多口味老式中秋节,39.0,world1122,914.0,广东
1377,【百亿补贴】五芳斋蛋黄莲蓉广式月饼礼盒多口味豆沙中秋送礼团购,19.9,五芳斋浙江专卖店,15000.0,浙江
1378,物喜食材中秋节月饼传统手工制作茶糕小点心多口味零食高档礼盒装,138.0,素手健康食材,117.0,浙江
1379,东北老式月饼 扎兰屯其氏鼎丰月饼桂花香苏子馅月饼4斤包邮,64.0,欢乐壹家_鼻子,93.0,内蒙古
1380,香港美心月饼券票中秋港式318型双黄白莲蓉月饼礼盒提货券上海提,189.0,往前往前0,23.0,上海
1381,华美月饼时尚双黄720g蛋黄白莲蓉月饼中秋月饼团购广式月饼礼盒装,49.0,我为宇宙核心,162.0,广东
1382,高州利达加头五仁月饼广式特产糕点零食中秋老式传统广东茂名月饼,28.8,q浅q笑,448.0,广东
1383,YOTIME中秋节苏式月饼礼盒装流心奶黄蛋黄莲蓉酥皮送礼品团购定制,158.0,yotime旗舰店,295.0,浙江
1384,元祖雪月饼308型雪享月中秋冰淇淋月饼礼券礼品福利提货券优惠券,246.4,love_barbie24,87.0,上海
1385,杏花楼月饼券 398型豪华提篮票中秋广式月饼礼盒提货券 上海使用,318.4,真诚票务,10.0,上海
1386,稻香村月饼京式五仁蛋黄莲蓉散装多口味礼盒装送礼豆沙糖醇零食,89.9,稻香村苏州专卖店,200.0,北京
1387,2020广州白天鹅宾馆月饼票 迷你蛋黄莲蓉 椰蓉 折扣劵 月饼券卷,220.0,梁贝冉,123.0,广东
1388,中国香港美心冰皮月饼二人世界组合冰糖燕窝芒果绿茶红豆冰皮月饼,198.0,美心官方旗舰店,379.0,上海
1389,五芳斋月饼礼盒广式散装多口味蛋黄莲蓉中秋节礼品送礼团购福利,32.9,东云池城食品专营店,270.0,浙江
1390,米旗月饼礼盒装真挚心意450g广式月饼多口味中秋礼品送礼批发团购,59.9,闲汇食品专营店,368.0,陕西
1391,Duria马来西亚猫山王榴莲冰皮月饼网红推荐爆款礼品盒装原装进口,328.0,紫薇格格6699,146.0,广东
1392,潘祥记云腿月饼500g缤纷滇月礼盒蛋黄鲜花宣威老字号酥皮云南特产,69.0,宝宝呢狗狗,1201.0,云南
1393,【顺丰】中国香港元朗荣华中秋广式月饼 蛋黄金翡翠莲蓉严选礼盒,148.0,元朗荣华官方旗舰店,404.0,广东
1394,花满园杏花颂月月饼中秋广式豆沙香芋水果多口味手工礼盒装送礼,50.0,绿森官方旗舰店,0.0,浙江
1395,哈根达斯月饼券498七星伴月中秋月饼礼盒提货礼品券月饼票多选一,373.5,真诚票务,29.0,上海
1396,哈根达斯月饼券冰激凌冰淇淋中秋月饼配送自提券礼品提货官方票,214.0,一品良源食品企业店,206.0,北京
1397,上海北京宝格丽酒店2020“盈月朝花”中秋月饼礼盒顺丰冷运发全国,1398.0,shanxianms001,15.0,上海
1398,元祖月饼券 298型雪月饼中秋冰淇淋月饼礼券礼品福利提货券月饼票,232.0,爱的选择love,12.0,上海
1399,荣华蛋黄白莲蓉月饼礼盒装600g广式月饼传统中秋月饼团购送礼,89.0,荣华东邮专卖店,124.0,广东
1400,6个装西区老大房 上海特产鲜肉月饼老字号南京路真馅苏州 包邮,68.88,老大房旗舰店,367.0,上海
1401,华美月饼广式蛋黄莲蓉月饼散装多口味中秋员工福利团购礼盒装送礼,49.9,华美环亨专卖店,260.0,浙江
1402,五芳斋月饼竹篮礼盒装团购中秋广式月饼礼蛋黄莲蓉豆沙饼送礼团购,49.9,月芽食品专营店,247.0,浙江
1403,桃李提浆老式月饼散装什锦味800g 中秋传统京式月饼团购礼品,39.8,天猫超市,24.0,上海
1404,【包邮】徐福记中秋礼盒4枚手工蛋黄月饼礼盒装送礼多口味200g,69.9,天猫超市,3800.0,上海
1405,桃李蛋黄月饼散装400g 广式中秋月饼团购礼品,49.8,天猫超市,17.0,上海
1406,稻香村国博定制款月饼礼盒装明月佳人540g中秋节礼品广式蛋黄团购,69.9,稻香村食品旗舰店,3.0,北京
1407,稻香村月饼礼盒蛋黄莲蓉五仁老式广式月饼紫薯散装多口味中秋送礼,69.9,稻香村食品旗舰店,95.0,北京
1408,知味观秋韵知味中秋月饼礼盒装网红桃山皮乌龙茶流心团购送礼礼品,29.9,知味观官方旗舰店,893.0,浙江
1409,星巴克月饼券票348型星晴 中秋月饼礼盒提货券月饼票江浙沪使用,195.0,henrywa,59.0,上海
1410,广州酒家 双黄纯白莲蓉月饼中秋礼品广式月饼送礼节日手信750g,108.0,你给的小爱,125.0,广东
1411,中国香港元朗荣华月饼广式双黄白莲蓉740g中秋节礼盒装送礼品团购,198.0,宏侨食品专营店,103.0,广东
1412,100枚中秋广式蛋黄月饼散装多口味莲蓉豆沙迷你奶黄月饼零食批发,8.8,滇二娃旗舰店,6000.0,云南
1413,南台月伴月手工酥皮月饼莲蓉蛋黄莲蓉肉松火腿五仁中秋礼盒送礼,79.0,南台月旗舰,146.0,四川
1414,广式金尊中秋月饼礼盒装12个多口味水果双黄莲蓉蛋黄月饼送礼,59.9,祖食食品专营店,95.0,广东
1415,上海哈根达斯月饼券票 698型彩云追月 898型金尊 268型玲珑心意,460.5,往前往前0,61.0,上海
1416,澳门特产代购钜记饼家手信流心奶黄月饼8个迷装 手工制作正品热销,198.0,澳门正品零售,63.0,广东
1417,云南昆明冠生园纸包云腿月饼100gX10滇式月饼中秋梅花牌火腿月饼,32.5,现在十二点差,248.0,云南
1418,元祖月饼券268脆雪月中秋月饼礼盒提货券月饼票全国通用,212.0,诚信的店家88,129.0,上海
1419,柳州饭店月饼迷你银柳75克*8个蛋黄白莲蓉红豆沙月饼广式礼盒,110.4,liuzhoutechan,50.0,广西
1420,上海龙华素斋静以养心苏式月饼礼盒无添加蔗糖酥皮多口味中秋顺丰,128.0,tb6744566_88,290.0,上海
1421,稻香村月饼双黄莲蓉京式五仁玫瑰凤梨月饼礼盒装中秋送礼广式月饼,89.9,稻香村苏州专卖店,413.0,北京
1422,万利园月饼礼盒装铁新品广式蛋黄特色鲍鱼五仁月饼团购中秋节好礼,138.0,彤程食品专营店,158.0,河北
1423,中秋广式大月饼礼盒装送礼品老式鲜肉豆沙馅水果传统五仁七星伴月,49.8,沣旭商贸,1906.0,广东
1424,吉庆祥云腿月饼100g/枚手工纸包宣威火腿饼云腿饼硬壳火腿吉庆祥,59.0,yunhailinger,334.0,四川
1425,广州酒家宝可梦皮卡丘月饼礼盒装送礼抹茶巧克力奶黄流心月饼广式,168.0,广州酒家旗舰店,2640.0,广东
1426,广州酒家 双黄纯红莲蓉月饼 蛋黄果仁红豆沙广式纯白五仁月饼礼盒,158.0,轩益商行,282.0,广东
1427,香港元朗荣华流心奶黄月饼礼盒港式流沙蛋黄中秋礼品送礼礼盒,228.0,中谷粮品食品专营店,72.0,北京
1428,五芳斋月饼散装多口味蛋黄莲蓉豆沙奶香椰蓉广式糕点点心中秋送礼,19.9,五芳斋官方旗舰店,815.0,浙江
1429,锦华月饼礼盒装中秋送礼黑松露流心奶黄月饼流心双层高档礼品礼盒,218.0,搬家小蚂蚁力大无穷,211.0,北京
1430,荞饼云腿月饼礼盒装火腿荞麦饼红饼云南特产大个红塔老式味道送礼,65.0,红塔食品旗舰店,337.0,云南
1431,南宁明园金麒麟125g*4粒广式铁盒装月饼送礼中秋佳节-白莲蓉蛋黄,78.0,明园金麒麟旗舰店,130.0,广西
1432,五芳斋望月饼礼盒组合装多口味流心奶黄糯月饼广式中秋节送礼团购,1339.0,五芳斋官方旗舰店,4.0,浙江
1433,广州酒家 参禅得福礼盒芝士流心奶黄广式月饼中秋节送礼员工福利,108.0,广州酒家旗舰店,938.0,广东
1434,故宫淘宝旗舰店官网文创稻香村中秋月饼礼盒装多口味送礼定制预售,238.0,影坊创意,3773.0,北京
1435,稻香村糖醇福月月饼礼盒装糖醇豆沙糖醇莲蓉糖醇南瓜多口味,139.0,绿森官方旗舰店,0.0,浙江
1436,稻香村月饼礼盒广式蛋黄莲蓉京式枣蓉豆沙多口味月饼中秋团购,258.0,绿森官方旗舰店,0.0,浙江
1437,呈味空间徐福记中秋星河月饼礼盒200g手工流心多口味送礼,118.0,徐福记官方旗舰店,22.0,广东
1438,新品【良品铺子-冰皮鲜果月礼盒480g】鲜果月饼礼盒装送礼中秋,238.0,良品铺子旗舰店,27.0,湖北
1439,【直播专享】知味观中秋团圆月饼礼盒装广式蛋黄莲蓉流心饼送礼,84.9,知味观官方旗舰店,1282.0,浙江
1440,功德林净素苏式月饼上海老字号传统手工豆沙五仁酥皮月饼8枚包邮,49.8,海上丰华食品旗舰店,291.0,上海
1441,广州皇上皇酒家五仁老式手工正宗广式金腿伍仁传统中秋节月饼散装,55.0,中国时尚潮流有限公司,311.0,广东
1442,八马茶食品 中秋茶月饼乌龙龙井普洱茉莉花茶送礼月饼礼盒840g/盒,298.0,八马旗舰店,15.0,广东
1443,八马茶食品 月饼白茶红茶乌龙茶中秋月饼礼盒装450g/盒,268.0,八马旗舰店,18.0,广东
1444,中国香港美心流心奶黄月饼礼盒中秋送礼进口港式奶黄月饼蛋黄流心,358.0,美心海外旗舰店,4092.0,香港
1445,【良品铺子-琼音珍果月礼盒908g】音乐盒鲜果月饼多口味中秋送礼,288.0,良品铺子旗舰店,66.0,湖北
1446,官方正品郭师傅月饼中秋节惠东特产广式五仁叉烧皇月饼送人礼盒,65.0,酷鼠食品专营店,92.0,广东
1447,知心奶奶广式豆沙木糖醇月饼360g无糖精糕点中秋节传统食品中老年,19.8,天猫超市,94.0,上海
1448,朕的心意故宫月饼圆盒靖福中秋礼盒475g蛋黄莲蓉五仁中秋送礼,488.0,天猫超市,3.0,上海
1449,中华老字号吉庆祥云腿中秋月饼滇式云南软皮宣威火腿红饼100g散装,12.8,天猫超市,20.0,上海
1450,桃李广式月饼散装五仁味400g 中秋月饼广式散装月饼团购,39.8,天猫超市,20.0,上海
1451,稻香村中秋月饼礼盒团圆祥月礼盒930g广式苏式蛋黄莲蓉月饼团购,238.0,稻香村食品旗舰店,4.0,北京
1452,稻香村月饼礼盒稻香雅月1080g蛋黄莲蓉五仁苏式月饼京式月饼团购,218.0,稻香村食品旗舰店,9.0,北京
1453,【二盒装】五芳斋望月流心月饼礼盒+丰月三层月饼礼盒中秋节团购,239.0,五芳斋官方旗舰店,3.0,浙江
1454,【二盒装】五芳斋望月流心月饼礼盒+欢月月饼礼盒装广式中秋团购,199.0,五芳斋官方旗舰店,6.0,浙江
1455,广州酒家 冰果部落冰皮月饼芒果荔枝西番莲柚子流心榴莲果蓉2盒装,180.0,广州酒家旗舰店,27.0,广东
1456,稻香村月饼礼盒装姑苏颂礼玫瑰百果椒盐月饼中秋节送礼礼品,168.0,绿森官方旗舰店,0.0,浙江
1457,「定制」中秋月饼礼盒装盒高档团购定制企业LOGO送礼月满天下,86.0,缘来时光食品专营店,109.0,浙江
1458,稻香村月饼礼盒团圆祥月蛋黄莲蓉多口味高档装广式中秋节礼品送礼,168.0,泽洋伟业食品专营店,118.0,北京
1459,广州莲香楼双黄纯白莲蓉蛋黄莲蓉豆沙月饼750克 广式中秋团购月饼,99.0,favfeel,217.0,广东
1460,好利来中秋月饼富贵满堂高端月饼礼盒送礼11枚【单发顺丰陆运包邮,588.0,好利来官方旗舰店,2.0,北京
1461,富贵福星高档广式中秋节月饼礼盒装双蛋黄莲蓉奶黄豆沙送人礼品,89.9,luckyboy19901114,126.0,北京
1462,送礼佳品南台月典藏酥皮月饼礼盒装食品中秋节送客户领导长辈礼品,599.0,cddwzz,19.0,四川
1463,预售2020中秋 哈根达斯 跨界联名款 圆满臻萃 中秋月饼冰淇淋礼券,377.0,哈根达斯旗舰店,84.0,上海
1464,华美御香月广式双黄白莲蓉月饼720g广式月饼礼盒装中秋节团购送礼,88.0,华美宏侨专卖店,25.0,广东
1465,徐福记中秋福月尚礼月饼礼盒8枚手工蛋黄月饼礼盒送礼多口味400g,218.0,徐福记官方旗舰店,7.0,广东
1466,好利来中秋月饼半熟秋悦多款礼盒装送礼多口味【单发包顺丰陆运】,234.0,好利来官方旗舰店,32.0,北京
1467,稻香村月饼礼盒装蛋黄莲蓉五仁多口味广式老式中秋节送礼礼品铁盒,39.9,金稻食品专营店,500.0,浙江
1468,元祖雪月饼308雪享月中秋冰淇淋月饼礼品福利提货优惠票券全国用,240.0,爱的选择love,14.0,上海
1469,【顺丰】中国香港元朗荣华双黄白莲蓉广式蛋黄月饼礼盒装送礼中秋,198.0,元朗荣华官方旗舰店,3142.0,广东
1470,云腿月饼中秋礼盒装多口味云南特产宣威火腿滇式月饼4口味8枚X80g,128.0,新益号茶叶旗舰店,44.0,云南
1471,【百草味-国潮茶月饼礼盒540g/9只】 多口味奶黄流心中秋送礼,189.0,百草味旗舰店,140.0,浙江
1472,【百草味-桃山皮水果月饼360g/6只】网红多口味中秋送礼盒散装,78.9,百草味旗舰店,25000.0,浙江
1473,来伊份大美满月饼礼盒中秋节送礼中秋网红糕点点心小吃,98.0,来伊份官方旗舰店,2635.0,上海
1474,美心月饼券票中秋港式月饼礼盒提货券368型精选限量全国配送,239.2,诚信的店家88,32.0,上海
1475,中秋节月饼礼盒装送礼定制logo广式苏式流心奶黄蛋黄五仁高档礼品,65.0,原始主义食品旗舰店,101.0,上海
1476,20枚*80g共1600g新益号中秋云腿月饼礼盒 云南火腿月饼 蛋黄月饼,99.0,新购普洱茶专营店,127.0,云南
1477,帝辉中秋节广东广式多口味双蛋黄莲蓉月饼礼盒装高档送礼礼品团购,139.0,联顺食品专营店,68.0,广东
1478,【直营】中国香港皇玥流心奶黄双辉月饼礼盒进口港式特产中秋糕点,348.0,天猫国际进口超市国内现货,0.0,上海
1479,台湾月饼进口台式酥皮糕点中秋多口味礼盒装郭元益蛋黄酥伴手礼,139.0,澎湖大叔,544.0,福建
1480,真真老老Q弹流心抹茶馅冰皮月饼4粒装120g美味冰皮月饼,19.9,天猫超市,111.0,上海
1481,澳门永辉中秋月饼高端礼盒610g多口味10枚蛋黄莲蓉五仁广式糕点,158.0,天猫超市,50.0,上海
1482,【月饼礼券】榴芒一刻爆浆榴莲冰皮月饼中秋礼盒600g,198.0,天猫超市,15.0,上海
1483,稻香村中秋送礼团购港式奶黄月饼蛋黄流沙月饼流心奶黄月饼礼盒装,179.0,稻香村食品旗舰店,14.0,北京
1484,稻香村月饼礼盒广式蛋黄莲蓉流心奶黄京式花生五仁多口味中秋特产,208.0,稻香村食品旗舰店,28.0,四川
1485,五芳斋月饼礼盒装双蛋黄莲蓉豆沙多口味大月饼送礼广式中秋节月饼,89.9,五芳斋官方旗舰店,3509.0,浙江
1486,五芳斋流心奶黄月饼礼盒中秋团购送礼星情蛋黄港式好吃的网红糕点,259.0,五芳斋官方旗舰店,1.0,浙江
